Id,Sheep Breed,Any Diseases,Output
114,Marwari,Pneumonia,"Face colour of sheep is black,extending upto the lower part of the neck.Fleece of this sheep breed is white and not very dense. Pneumonia can also cause wool break in sheep, which is when thin, weak areas in the fibers cause the fleece to break apart when tugged."
115,Marwari,Polioencephalomalacia,"Face colour of sheep is black,extending upto the lower part of the neck.Fleece of this sheep breed is white and not very dense. In severe cases of PEM, animals may be unable to stand or may have seizures, which can further compromise their ability to eat and drink and can lead to weight loss and decreased wool production."
116,Marwari,Pregnancy toxaemia,"Face colour of sheep is black,extending upto the lower part of the neck.Fleece of this sheep breed is white and not very dense. The disease doesn’t affect wool"
117,Marwari,Pulpy kidney(enterotoxaemia),"Face colour of sheep is black,extending upto the lower part of the neck.Fleece of this sheep breed is white and not very dense. The disease might affect the wool follicles and cause wool breakage or loss"
118,Marwari,Pyrrolizidine alkaloid poisoning,"Face colour of sheep is black,extending upto the lower part of the neck.Fleece of this sheep breed is white and not very dense. Pyrrolizidine alkaloid poisoning in sheep can result in lighter weight and decreased wool growth compared to sheep grazing on Echium-free pasture."
119,Marwari,Scabby mouth,"Face colour of sheep is black,extending upto the lower part of the neck.Fleece of this sheep breed is white and not very dense. The virus that causes scabby mouth can also cause lesions on other body parts, which may become susceptible to secondary bacterial invasion, further impacting the health and well-being of the sheep and potentially affecting wool production. "
120,Marwari,Selenium deficiency(white muscle),"Face colour of sheep is black,extending upto the lower part of the neck.Fleece of this sheep breed is white and not very dense. Inadequate levels of selenium can result in a wool fleece that is lacking in its natural ""crimp,"" which is the natural wave or curl in the wool fibers. This can lead to a less valuable wool clip for farmers."
121,Marwari,"Tapeworm cysts(bladder worm, sheep measles,hydatids)","Face colour of sheep is black,extending upto the lower part of the neck.Fleece of this sheep breed is white and not very dense.  tapeworm cysts in sheep can affect wool quality and quantity indirectly through various mechanisms, including carcase condemnation, reduced animal value, stress, poor nutrition, changes in management practices, and human health risks"
122,Marwari,Tetanus,"Face colour of sheep is black,extending upto the lower part of the neck.Fleece of this sheep breed is white and not very dense. There is no direct evidence that tetanus affects wool production in sheep."
123,Marwari,Vibrosis,"Face colour of sheep is black,extending upto the lower part of the neck.Fleece of this sheep breed is white and not very dense. There is no direct evidence that Vibriosis affects wool production in sheep"
124,Magra,None,The white and lustrous fleece with medium carpet quality is sheared from the entire body of the Magra breed sheep
125,Magra,Sheep Lice,"The white and lustrous fleece with medium carpet quality is sheared from the entire body of the Magra breed sheep. The disease might lead to decreased wool value from cotton fleeces,decresased fibre length, fleece weight, staple strength, style and colour."
126,Magra,Sheep worms,"The white and lustrous fleece with medium carpet quality is sheared from the entire body of the Magra breed sheep. The disease might lead to reduced wool value from cotton fleeces,decreased fibre length, fleece weight, staple strength,style and colour"
127,Magra,Flystrike,"The white and lustrous fleece with medium carpet quality is sheared from the entire body of the Magra breed sheep.With this disease,The wool around the affected area may become matted and discolored, and the wool fibers may break down due to the presence of maggots and their secretions. The wool may also become contaminated with urine and fecal material, which can provide an effective breeding ground for maggots even in the relative absence of wounds"
128,Magra,Acidosis,The white and lustrous fleece with medium carpet quality is sheared from the entire body of the Magra breed sheep. The disease might lead to decrease in wool quality and quantity as well as reduction in wool fibre diameter 
129,Magra,Annual ryegrass toxicity(ARGT),"The white and lustrous fleece with medium carpet quality is sheared from the entire body of the Magra breed sheep. The disease might lead to reduce wool fiber diameter, staple strength, weight gain, and lambing percentages "
130,Magra,Arthritis,"The white and lustrous fleece with medium carpet quality is sheared from the entire body of the Magra breed sheep. Young lambs are the most susceptible to developing arthritis following spread of infection from the navel or infected marking, mulesing and/or shearing wounds "
